,Game_id,Date,HomeTeam,HomeRank,AwayTeam,AwayRank,Wins_Home,Losses_Home,Win Percent,Wins_Visitor,Losses_Visitor,Visitor Win Percentage
906,400597360,1/29/15,Missouri,NR,Kentucky,1,7,13,[0.35],20,0,[1.0]
907,400597361,1/31/15,Tennessee,NR,Auburn,NR,13,7,[0.65],10,11,[0.47619047619047616]
908,400597362,1/31/15,Florida,NR,Arkansas,NR,12,9,[0.5714285714285714],16,5,[0.7619047619047619]
909,400597363,1/31/15,Miss St,NR,LSU,NR,10,11,[0.47619047619047616],16,5,[0.7619047619047619]
910,400597364,1/31/15,South Carolina,NR,Georgia,NR,11,9,[0.55],14,6,[0.7]
911,400597365,1/31/15,Missouri,NR,Ole Miss,NR,7,14,[0.3333333333333333],14,7,[0.6666666666666666]
912,400597366,1/31/15,Texas A&M,NR,Vanderbilt,NR,15,5,[0.75],11,10,[0.5238095238095238]
913,400597367,1/31/15,Kentucky,1,Alabama,NR,21,0,[1.0],13,8,[0.6190476190476191]
914,400597368,2/3/15,Kentucky,1,Georgia,NR,22,0,[1.0],14,7,[0.6666666666666666]
915,400597370,2/3/15,Vanderbilt,NR,Florida,NR,12,10,[0.5454545454545454],12,10,[0.5454545454545454]
916,400597371,2/3/15,Arkansas,NR,South Carolina,NR,17,5,[0.7727272727272727],11,10,[0.5238095238095238]
917,400597372,2/4/15,Ole Miss,NR,Texas A&M,NR,15,7,[0.6818181818181818],15,6,[0.7142857142857143]
918,400597373,2/4/15,Alabama,NR,Missouri,NR,14,8,[0.6363636363636364],7,15,[0.3181818181818182]
919,400597374,2/5/15,LSU,NR,Auburn,NR,16,6,[0.7272727272727273],11,11,[0.5]
920,400597375,2/7/15,Georgia,NR,Tennessee,NR,15,7,[0.6818181818181818],13,9,[0.5909090909090909]
921,400597376,2/7/15,Arkansas,NR,Miss St,NR,18,5,[0.782608695652174],11,12,[0.4782608695652174]
922,400597377,2/7/15,Vanderbilt,NR,South Carolina,NR,13,10,[0.5652173913043478],11,11,[0.5]
923,400597378,2/7/15,LSU,NR,Alabama,NR,17,6,[0.7391304347826086],14,9,[0.6086956521739131]
924,400597379,2/7/15,Missouri,NR,Texas A&M,NR,7,16,[0.30434782608695654],16,6,[0.7272727272727273]
925,400597380,2/7/15,Auburn,NR,Ole Miss,NR,11,12,[0.4782608695652174],16,7,[0.6956521739130435]
926,400597381,2/7/15,Florida,NR,Kentucky,1,12,11,[0.5217391304347826],23,0,[1.0]
927,400597382,2/10/15,LSU,NR,Kentucky,1,17,7,[0.7083333333333334],24,0,[1.0]
928,400597383,2/10/15,South Carolina,NR,Missouri,NR,12,11,[0.5217391304347826],7,17,[0.2916666666666667]
929,400597384,2/10/15,Auburn,NR,Arkansas,24,11,13,[0.4583333333333333],19,5,[0.7916666666666666]
930,400597385,2/10/15,Miss St,NR,Alabama,NR,11,13,[0.4583333333333333],15,9,[0.625]
931,400597386,2/11/15,Texas A&M,NR,Georgia,NR,16,7,[0.6956521739130435],16,7,[0.6956521739130435]
932,400597387,2/11/15,Vanderbilt,NR,Tennessee,NR,13,11,[0.5416666666666666],14,9,[0.6086956521739131]
933,400597388,2/12/15,Florida,NR,Ole Miss,NR,12,12,[0.5],17,7,[0.7083333333333334]
935,400597389,2/14/15,Georgia,NR,Auburn,NR,16,8,[0.6666666666666666],12,13,[0.48]
934,400597390,2/14/15,Kentucky,1,South Carolina,NR,25,0,[1.0],12,12,[0.5]
936,400597391,2/14/15,Tennessee,NR,LSU,NR,14,10,[0.5833333333333334],18,7,[0.72]
937,400597392,2/14/15,Missouri,NR,Miss St,NR,7,18,[0.28],12,13,[0.48]
938,400597394,2/14/15,Alabama,NR,Vanderbilt,NR,15,10,[0.6],14,11,[0.56]
939,400597395,2/14/15,Ole Miss,NR,Arkansas,24,17,8,[0.68],20,5,[0.8]
940,400597396,2/17/15,Tennessee,NR,Kentucky,1,14,11,[0.56],26,0,[1.0]
941,400597397,2/17/15,Georgia,NR,South Carolina,NR,16,9,[0.64],13,12,[0.52]
942,400597398,2/17/15,Auburn,NR,Alabama,NR,12,14,[0.46153846153846156],16,10,[0.6153846153846154]
943,400597399,2/17/15,Texas A&M,NR,LSU,NR,18,7,[0.72],18,8,[0.6923076923076923]
944,400597400,2/18/15,Florida,NR,Vanderbilt,NR,13,13,[0.5],14,12,[0.5384615384615384]
945,400597401,2/18/15,Arkansas,18,Missouri,NR,21,5,[0.8076923076923077],7,19,[0.2692307692307692]
946,400597402,2/19/15,Miss St,NR,Ole Miss,NR,12,14,[0.46153846153846156],18,8,[0.6923076923076923]
947,400597403,2/21/15,South Carolina,NR,Texas A&M,NR,13,13,[0.5],19,7,[0.7307692307692307]
948,400597404,2/21/15,LSU,NR,Florida,NR,19,8,[0.7037037037037037],13,14,[0.48148148148148145]
949,400597405,2/21/15,Vanderbilt,NR,Missouri,NR,15,12,[0.5555555555555556],7,20,[0.25925925925925924]
950,400597406,2/21/15,Miss St,NR,Arkansas,18,12,15,[0.4444444444444444],22,5,[0.8148148148148148]
951,400597407,2/21/15,Kentucky,1,Auburn,NR,27,0,[1.0],12,15,[0.4444444444444444]
952,400597408,2/21/15,Ole Miss,NR,Tennessee,NR,19,8,[0.7037037037037037],14,12,[0.5384615384615384]
953,400597409,2/21/15,Alabama,NR,Georgia,NR,16,11,[0.5925925925925926],17,9,[0.6538461538461539]
954,400597410,2/24/15,Auburn,NR,LSU,NR,12,16,[0.42857142857142855],20,8,[0.7142857142857143]
955,400597411,2/24/15,Alabama,NR,South Carolina,NR,17,11,[0.6071428571428571],13,14,[0.48148148148148145]
957,400597412,2/24/15,Missouri,NR,Florida,NR,8,20,[0.2857142857142857],13,15,[0.4642857142857143]
956,400597413,2/24/15,Arkansas,18,Texas A&M,NR,23,5,[0.8214285714285714],19,8,[0.7037037037037037]
958,400597414,2/25/15,Miss St,NR,Kentucky,1,12,16,[0.42857142857142855],28,0,[1.0]
959,400597415,2/25/15,Ole Miss,NR,Georgia,NR,19,9,[0.6785714285714286],18,9,[0.6666666666666666]
960,400597416,2/26/15,Tennessee,NR,Vanderbilt,NR,14,13,[0.5185185185185185],16,12,[0.5714285714285714]
961,400597417,2/28/15,Georgia,NR,Missouri,NR,19,9,[0.6785714285714286],8,21,[0.27586206896551724]
962,400597418,2/28/15,LSU,NR,Ole Miss,NR,21,8,[0.7241379310344828],19,10,[0.6551724137931034]
964,400597419,2/28/15,Vanderbilt,NR,Alabama,NR,17,12,[0.5862068965517241],17,12,[0.5862068965517241]
963,400597420,2/28/15,Kentucky,1,Arkansas,18,29,0,[1.0],23,6,[0.7931034482758621]
965,400597421,2/28/15,South Carolina,NR,Miss St,NR,14,14,[0.5],12,17,[0.41379310344827586]
967,400597422,2/28/15,Texas A&M,NR,Auburn,NR,20,8,[0.7142857142857143],12,17,[0.41379310344827586]
966,400597423,2/28/15,Florida,NR,Tennessee,NR,14,15,[0.4827586206896552],14,14,[0.5]
968,400597424,3/3/15,Alabama,NR,Ole Miss,NR,17,13,[0.5666666666666667],20,10,[0.6666666666666666]
969,400597425,3/3/15,Georgia,NR,Kentucky,1,19,10,[0.6551724137931034],30,0,[1.0]
970,400597426,3/3/15,Florida,NR,Texas A&M,NR,15,15,[0.5],20,9,[0.6896551724137931]
971,400597427,3/3/15,Missouri,NR,Auburn,NR,9,21,[0.3],12,18,[0.4]
972,400597428,3/4/15,LSU,NR,Tennessee,NR,21,9,[0.7],15,14,[0.5172413793103449]
973,400597429,3/4/15,Vanderbilt,NR,Miss St,NR,18,12,[0.6],12,18,[0.4]
974,400597430,3/5/15,South Carolina,NR,Arkansas,18,14,15,[0.4827586206896552],24,6,[0.8]
976,400597431,3/7/15,Texas A&M,NR,Alabama,NR,20,10,[0.6666666666666666],18,13,[0.5806451612903226]
975,400597432,3/7/15,Kentucky,1,Florida,NR,31,0,[1.0],15,16,[0.4838709677419355]
978,400597433,3/7/15,Auburn,NR,Georgia,NR,12,19,[0.3870967741935484],20,10,[0.6666666666666666]
979,400597434,3/7/15,Tennessee,NR,South Carolina,NR,15,15,[0.5],15,15,[0.5]
980,400597435,3/7/15,Miss St,NR,Missouri,NR,13,18,[0.41935483870967744],9,22,[0.2903225806451613]
977,400597437,3/7/15,Arkansas,18,LSU,NR,24,7,[0.7741935483870968],22,9,[0.7096774193548387]
542,400597783,12/22/14,Northwestern,NR,UIC,NR,8,4,[0.6666666666666666],3,10,[0.23076923076923078]
460,400597912,11/28/14,OSU,16,JMU,NR,5,0,[1.0],4,2,[0.6666666666666666]
1267,400598549,11/14/14,Oregon,NR,Coppin State,NR,1,0,[1.0],0,1,[0.0]
18,400598551,11/16/14,Syracuse,23,Hampton,NR,2,0,[1.0],0,2,[0.0]
744,400598558,11/25/14,Vanderbilt,NR,Norfolk State,NR,4,0,[1.0],2,3,[0.4]
508,400598576,12/10/14,Maryland,19,NC Central,NR,9,1,[0.9],6,4,[0.6]
527,400598580,12/17/14,Illinois,NR,Hampton,NR,8,3,[0.7272727272727273],4,6,[0.4]
1614,400598805,12/22/14,TCU,25,Grambling St,NR,12,0,[1.0],2,8,[0.2]
1336,400598817,12/3/14,Oregon State,NR,Miss Valley St,NR,4,2,[0.6666666666666666],1,7,[0.125]
413,400598833,11/17/14,Indiana,NR,Texas Southern,NR,2,0,[1.0],0,2,[0.0]
488,400598837,12/6/14,Michigan,17,NJIT,NR,6,2,[0.75],3,5,[0.375]
563,400599466,12/30/14,Rutgers,NR,Northwestern,NR,8,6,[0.5714285714285714],10,4,[0.7142857142857143]
273,400599487,2/14/15,Syracuse,NR,Duke,4,16,9,[0.64],22,3,[0.88]
272,400599488,2/14/15,Louisville,9,NC State,NR,20,5,[0.8],15,11,[0.5769230769230769]
268,400599489,2/14/15,Pitt,NR,UNC,12,17,9,[0.6538461538461539],18,7,[0.72]
270,400599490,2/14/15,UVA,2,Wake Forest,NR,23,1,[0.9583333333333334],12,14,[0.46153846153846156]
1199,400599593,2/7/15,Fordham,NR,Saint Louis,NR,6,15,[0.2857142857142857],10,13,[0.43478260869565216]
1207,400599594,2/11/15,Richmond,NR,Fordham,NR,13,11,[0.5416666666666666],6,16,[0.2727272727272727]
1219,400599596,2/18/15,George Mason,NR,Fordham,NR,8,17,[0.32],8,16,[0.3333333333333333]
1233,400599597,2/25/15,Fordham,NR,La Salle,NR,9,17,[0.34615384615384615],15,13,[0.5357142857142857]
1239,400599598,2/28/15,UMass,NR,Fordham,NR,17,12,[0.5862068965517241],9,18,[0.3333333333333333]
1253,400599599,3/7/15,St Bonaventure,NR,Fordham,NR,17,12,[0.5862068965517241],9,20,[0.3103448275862069]
1142,400599600,1/3/15,George Mason,NR,La Salle,NR,6,7,[0.46153846153846156],8,6,[0.5714285714285714]
1155,400599602,1/11/15,George Mason,NR,UMass,NR,6,9,[0.4],9,7,[0.5625]
1167,400599604,1/17/15,G Washington,NR,George Mason,NR,14,4,[0.7777777777777778],6,11,[0.35294117647058826]
1184,400599605,1/29/15,George Mason,NR,Saint Louis,NR,7,12,[0.3684210526315789],9,11,[0.45]
1193,400599606,2/4/15,George Mason,NR,VCU,18,7,14,[0.3333333333333333],18,4,[0.8181818181818182]
1200,400599607,2/7/15,Saint Joe's,NR,George Mason,NR,10,12,[0.45454545454545453],7,15,[0.3181818181818182]
1215,400599608,2/14/15,George Mason,NR,Richmond,NR,8,16,[0.3333333333333333],13,12,[0.52]
1224,400599609,2/21/15,George Mason,NR,URI,NR,8,18,[0.3076923076923077],19,6,[0.76]
1241,400599610,2/28/15,Saint Louis,NR,George Mason,NR,11,18,[0.3793103448275862],9,19,[0.32142857142857145]
1245,400599611,3/4/15,George Mason,NR,G Washington,NR,9,20,[0.3103448275862069],19,11,[0.6333333333333333]
1254,400599612,3/7/15,VCU,NR,George Mason,NR,22,9,[0.7096774193548387],9,21,[0.3]
1138,400599613,1/3/15,Saint Joe's,NR,G Washington,NR,6,6,[0.5],11,3,[0.7857142857142857]
1144,400599614,1/6/15,G Washington,NR,Saint Louis,NR,12,3,[0.8],8,7,[0.5333333333333333]
1150,400599615,1/10/15,La Salle,NR,G Washington,NR,9,7,[0.5625],12,4,[0.75]
1179,400599616,1/27/15,VCU,14,G Washington,NR,17,3,[0.85],16,5,[0.7619047619047619]
1187,400599670,1/31/15,URI,NR,G Washington,NR,15,5,[0.75],16,6,[0.7272727272727273]
1208,400599721,2/11/15,Duquesne,NR,G Washington,NR,8,14,[0.36363636363636365],17,7,[0.7083333333333334]
1212,400599722,2/14/15,G Washington,NR,VCU,20,17,8,[0.68],19,6,[0.76]
1225,400599723,2/21/15,Richmond,NR,G Washington,NR,15,12,[0.5555555555555556],17,10,[0.6296296296296297]
1234,400599724,2/25/15,G Washington,NR,St Bonaventure,NR,18,10,[0.6428571428571429],14,12,[0.5384615384615384]
1251,400599725,3/7/15,G Washington,NR,UMass,NR,20,11,[0.6451612903225806],17,14,[0.5483870967741935]
1148,400599726,1/7/15,La Salle,NR,UMass,NR,8,7,[0.5333333333333333],8,7,[0.5333333333333333]
1173,400599767,1/22/15,URI,NR,La Salle,NR,12,5,[0.7058823529411765],10,9,[0.5263157894736842]
1180,400599768,1/27/15,La Salle,NR,Saint Joe's,NR,11,9,[0.55],8,11,[0.42105263157894735]
1190,400599769,1/31/15,St Bonaventure,NR,La Salle,NR,11,8,[0.5789473684210527],12,9,[0.5714285714285714]
1196,400599770,2/5/15,La Salle,NR,Richmond,NR,13,9,[0.5909090909090909],12,10,[0.5454545454545454]
1203,400599771,2/8/15,UMass,NR,La Salle,NR,14,9,[0.6086956521739131],13,10,[0.5652173913043478]
1205,400599772,2/11/15,VCU,20,La Salle,NR,18,6,[0.75],14,10,[0.5833333333333334]
1228,400599773,2/22/15,Saint Louis,NR,La Salle,NR,11,16,[0.4074074074074074],15,12,[0.5555555555555556]
1236,400599774,2/28/15,La Salle,NR,URI,NR,15,14,[0.5172413793103449],20,7,[0.7407407407407407]
1246,400599775,3/4/15,Saint Joe's,NR,La Salle,NR,13,16,[0.4482758620689655],15,15,[0.5]
1140,400599776,1/3/15,UMass,NR,St Bonaventure,NR,7,7,[0.5],8,4,[0.6666666666666666]
1166,400599777,1/17/15,UMass,NR,URI,NR,10,8,[0.5555555555555556],11,5,[0.6875]
1188,400599779,1/31/15,Saint Louis,NR,UMass,NR,9,12,[0.42857142857142855],12,9,[0.5714285714285714]
1209,400599780,2/11/15,St Bonaventure,NR,UMass,NR,13,9,[0.5909090909090909],15,9,[0.625]
1220,400599781,2/18/15,URI,NR,UMass,NR,18,6,[0.75],16,10,[0.6153846153846154]
1222,400599782,2/21/15,VCU,25,UMass,NR,21,6,[0.7777777777777778],16,11,[0.5925925925925926]
1235,400599783,2/25/15,UMass,NR,Saint Joe's,NR,16,12,[0.5714285714285714],12,15,[0.4444444444444444]
1247,400599784,3/4/15,UMass,NR,Richmond,NR,17,13,[0.5666666666666667],18,12,[0.6]
1139,400599785,1/3/15,Saint Louis,NR,URI,NR,8,6,[0.5714285714285714],9,3,[0.75]
1157,400599786,1/13/15,URI,NR,VCU,17,11,4,[0.7333333333333333],14,3,[0.8235294117647058]
1202,400599788,2/8/15,Richmond,NR,URI,NR,12,11,[0.5217391304347826],16,5,[0.7619047619047619]
1210,400599789,2/11/15,Saint Joe's,NR,URI,NR,11,12,[0.4782608695652174],16,6,[0.7272727272727273]
1213,400599790,2/14/15,URI,NR,Saint Louis,NR,17,6,[0.7391304347826086],10,15,[0.4]
1250,400599791,3/7/15,URI,NR,Saint Joe's,NR,21,8,[0.7241379310344828],13,17,[0.43333333333333335]
1015,400599792,11/22/14,Richmond,NR,High Point,NR,2,1,[0.6666666666666666],3,1,[0.75]
1156,400599793,1/11/15,Richmond,NR,St Bonaventure,NR,9,7,[0.5625],8,6,[0.5714285714285714]
1186,400599794,1/31/15,VCU,14,Richmond,NR,17,4,[0.8095238095238095],12,9,[0.5714285714285714]
1229,400599796,2/25/15,Richmond,NR,VCU,22,16,12,[0.5714285714285714],21,7,[0.75]
1242,400599797,2/28/15,Saint Joe's,NR,Richmond,NR,12,16,[0.42857142857142855],17,12,[0.5862068965517241]
1256,400599798,3/7/15,Richmond,NR,Saint Louis,NR,19,12,[0.6129032258064516],11,20,[0.3548387096774194]
1152,400599907,1/10/15,VCU,20,Saint Joe's,NR,13,3,[0.8125],6,8,[0.42857142857142855]
1169,400599927,1/18/15,St Bonaventure,NR,Saint Joe's,NR,10,6,[0.625],7,9,[0.4375]
1192,400599928,2/3/15,Saint Louis,NR,Saint Joe's,NR,10,12,[0.45454545454545453],9,12,[0.42857142857142855]
1227,400599929,2/21/15,Saint Joe's,NR,St Bonaventure,NR,11,15,[0.4230769230769231],14,11,[0.56]
1174,400599947,1/23/15,Saint Louis,NR,VCU,16,9,10,[0.47368421052631576],16,3,[0.8421052631578947]
1216,400599948,2/17/15,VCU,25,Saint Louis,NR,20,6,[0.7692307692307693],10,16,[0.38461538461538464]
1248,400599949,3/4/15,Saint Louis,NR,St Bonaventure,NR,11,19,[0.36666666666666664],16,12,[0.5714285714285714]
1198,400599950,2/7/15,St Bonaventure,NR,VCU,18,13,8,[0.6190476190476191],18,5,[0.782608695652174]
1559,400600630,11/28/14,TCU,NR,Bradley,NR,6,0,[1.0],2,3,[0.4]
1285,400607988,11/21/14,Drexel,NR,USC,NR,0,4,[0.0],2,2,[0.5]
38,400607989,11/21/14,Miami (FL),NR,Akron,NR,4,0,[1.0],2,1,[0.6666666666666666]
40,400607992,11/21/14,West Virginia,NR,Boston College,NR,4,0,[1.0],2,2,[0.5]
39,400607994,11/21/14,Iowa,NR,Syracuse,23,2,2,[0.5],3,1,[0.75]
1288,400607995,11/21/14,Cal,NR,Texas,10,3,1,[0.75],4,0,[1.0]
724,400607996,11/21/14,South Carolina,NR,Charlotte,NR,2,2,[0.5],3,0,[1.0]
435,400607997,11/21/14,Cornell,NR,Penn State,NR,2,3,[0.4],3,1,[0.75]
1011,400608010,11/21/14,UConn,17,Dayton,NR,3,0,[1.0],2,1,[0.6666666666666666]
720,400608011,11/21/14,Charleston,NR,Texas A&M,NR,1,3,[0.25],2,1,[0.6666666666666666]
55,400608188,11/23/14,Boston College,NR,Dayton,NR,2,3,[0.4],3,1,[0.75]
1539,400608189,11/23/14,West Virginia,NR,UConn,17,5,0,[1.0],3,1,[0.75]
733,400608190,11/23/14,South Carolina,NR,Akron,NR,2,3,[0.4],3,1,[0.75]
56,400608191,11/23/14,Charlotte,NR,Miami (FL),NR,3,1,[0.75],5,0,[1.0]
1020,400608195,11/23/14,George Mason,NR,Charleston,NR,1,4,[0.2],2,3,[0.4]
730,400608196,11/23/14,New Mexico,NR,Texas A&M,NR,3,2,[0.6],3,1,[0.75]
1747,400608203,11/23/14,Seton Hall,NR,Gardner-Webb,NR,3,0,[1.0],2,2,[0.5]
51,400608204,11/22/14,Nevada,NR,Clemson,NR,2,2,[0.5],2,2,[0.5]
729,400608205,11/22/14,Weber State,NR,LSU,NR,1,3,[0.25],3,1,[0.75]
438,400608211,11/23/14,Penn State,NR,USC,NR,4,1,[0.8],2,3,[0.4]
57,400608309,11/24/14,LSU,NR,Clemson,NR,3,2,[0.6],3,2,[0.6]
1751,400608418,11/24/14,Illinois State,NR,Seton Hall,NR,2,2,[0.5],4,0,[1.0]
447,400608448,11/25/14,Missouri,NR,Purdue,NR,2,3,[0.4],4,1,[0.8]
1301,400608449,11/25/14,Arizona,3,Kansas State,NR,5,0,[1.0],3,2,[0.6]
451,400608478,11/25/14,Iowa State,13,Maryland,NR,3,1,[0.75],5,0,[1.0]
742,400608479,11/25/14,Arizona State,NR,Alabama,NR,3,2,[0.6],4,1,[0.8]
452,400608480,11/25/14,Michigan,19,Villanova,12,4,1,[0.8],5,0,[1.0]
1028,400608481,11/25/14,Oregon,NR,VCU,14,3,2,[0.6],4,1,[0.8]
1554,400608513,11/26/14,Oklahoma State,NR,Tulsa,NR,6,0,[1.0],3,2,[0.6]
747,400608514,11/26/14,Oregon State,NR,Auburn,NR,3,2,[0.6],3,2,[0.6]
65,400608515,11/25/14,San Diego State,15,Pitt,NR,5,0,[1.0],3,2,[0.6]
745,400608581,11/26/14,Chaminade,NR,Missouri,NR, ,,[0.0],3,3,[0.5]
453,400608582,11/26/14,BYU,NR,Purdue,NR,4,2,[0.6666666666666666],5,1,[0.8333333333333334]
72,400608747,11/26/14,Pitt,NR,Kansas State,NR,4,2,[0.6666666666666666],3,3,[0.5]
1310,400608748,11/26/14,San Diego State,15,Arizona,3,5,1,[0.8333333333333334],6,0,[1.0]
1555,400608757,11/27/14,Oklahoma,NR,Butler,NR,4,1,[0.8],4,1,[0.8]
73,400608758,11/27/14,UCLA,22,UNC,5,4,2,[0.6666666666666666],4,1,[0.8]
458,400608870,11/27/14,Wisconsin,2,Georgetown,NR,6,0,[1.0],4,1,[0.8]
751,400608871,11/27/14,UAB,NR,Florida,18,2,4,[0.3333333333333333],3,2,[0.6]
1765,400608873,11/28/14,Gonzaga,10,St John's,NR,6,0,[1.0],4,1,[0.8]
1762,400608897,11/28/14,Georgetown,NR,Butler,NR,4,2,[0.6666666666666666],5,1,[0.8333333333333334]
462,400608898,11/28/14,Wisconsin,2,Oklahoma,NR,7,0,[1.0],4,2,[0.6666666666666666]
1763,400608899,11/28/14,Xavier,NR,UTEP,NR,5,1,[0.8333333333333334],4,0,[1.0]
752,400608901,11/28/14,Kansas,11,Tennessee,NR,4,1,[0.8],2,2,[0.5]
1036,400608902,11/28/14,URI,NR,Santa Clara,NR,4,1,[0.8],2,4,[0.3333333333333333]
76,400608905,11/28/14,Georgia Tech,NR,Rider,NR,4,1,[0.8],2,4,[0.3333333333333333]
466,400608906,11/28/14,Marquette,NR,Michigan State,20,3,3,[0.5],5,1,[0.8333333333333334]
82,400608907,11/28/14,Florida,18,UNC,5,3,3,[0.5],5,1,[0.8333333333333334]
1316,400608908,11/28/14,UAB,NR,UCLA,22,2,5,[0.2857142857142857],5,2,[0.7142857142857143]
1317,400608981,11/28/14,Washington,NR,LBSU,NR,5,0,[1.0],3,4,[0.42857142857142855]
1314,400608986,11/28/14,Washington St,NR,Rice,NR,2,3,[0.4],1,4,[0.2]
87,400609015,11/30/14,Georgia Tech,NR,URI,NR,5,1,[0.8333333333333334],4,2,[0.6666666666666666]
1318,400609017,11/29/14,Washington St,NR,Missouri State,NR,3,3,[0.5],3,3,[0.5]
1768,400609028,11/29/14,Creighton,23,Mid Tennessee,NR,6,1,[0.8571428571428571],3,3,[0.5]
761,400609029,11/29/14,Ole Miss,NR,Cincinnati,NR,5,1,[0.8333333333333334],5,1,[0.8333333333333334]
471,400609032,11/30/14,Michigan State,20,Kansas,11,5,2,[0.7142857142857143],5,1,[0.8333333333333334]
764,400609033,11/30/14,Marquette,NR,Tennessee,NR,4,3,[0.5714285714285714],2,3,[0.4]
758,400609057,11/29/14,Vanderbilt,NR,La Salle,NR,5,1,[0.8333333333333334],4,2,[0.6666666666666666]
84,400609058,11/29/14,Rutgers,NR,UVA,8,3,3,[0.5],7,0,[1.0]
759,400609062,11/29/14,TCU,NR,Miss St,NR,7,0,[1.0],5,1,[0.8333333333333334]
1773,400609072,11/30/14,LBSU,NR,Xavier,NR,4,4,[0.5],5,2,[0.7142857142857143]
1326,400609073,11/30/14,Washington,NR,UTEP,NR,6,0,[1.0],4,1,[0.8]
1096,400611174,12/17/14,George Mason,NR,Catawba,NR,3,6,[0.3333333333333333], ,,[0.0]
1823,400750094,12/23/14,DePaul,NR,Ohio,NR,6,6,[0.5],4,5,[0.4444444444444444]
1116,400750095,12/23/14,Colorado,NR,G Washington,NR,7,4,[0.6363636363636364],8,3,[0.7272727272727273]
1617,400750154,12/23/14,Texas Tech,NR,Houston,NR,9,3,[0.75],6,4,[0.6]
553,400750175,12/23/14,Nebraska,NR,Loyola Mary,NR,7,4,[0.6363636363636364],3,8,[0.2727272727272727]
1391,400750234,12/25/14,Hawaii,NR,Colorado,NR,10,4,[0.7142857142857143],7,5,[0.5833333333333334]
1119,400750235,12/25/14,Wichita State,11,G Washington,NR,10,2,[0.8333333333333334],9,3,[0.75]
1825,400750236,12/25/14,Loyola Mary,NR,DePaul,NR,4,8,[0.3333333333333333],6,7,[0.46153846153846156]
554,400750237,12/25/14,Nebraska,NR,Ohio,NR,8,4,[0.6666666666666666],4,6,[0.4]
1871,400755862,1/29/15,Providence,NR,DePaul,NR,16,5,[0.7619047619047619],11,11,[0.5]
617,400755871,1/29/15,Rutgers,NR,Michigan State,NR,10,12,[0.45454545454545453],14,7,[0.6666666666666666]
274,400762834,2/16/15,Boston College,NR,Miami (FL),NR,9,15,[0.375],16,9,[0.64]
316,400766811,3/10/15,Boston College,NR,Georgia Tech,NR,13,18,[0.41935483870967744],12,19,[0.3870967741935484]
317,400766812,3/10/15,Wake Forest,NR,VT,NR,13,19,[0.40625],11,21,[0.34375]
318,400766813,3/11/15,Clemson,NR,FSU,NR,16,15,[0.5161290322580645],17,15,[0.53125]
320,400766834,3/11/15,NC State,NR,Pitt,NR,20,12,[0.625],19,14,[0.5757575757575758]
319,400768119,3/11/15,UNC,19,Boston College,NR,22,10,[0.6875],13,19,[0.40625]
321,400768122,3/11/15,Miami (FL),NR,VT,NR,21,11,[0.65625],11,22,[0.3333333333333333]
322,400768333,3/12/15,UVA,3,FSU,NR,29,2,[0.9354838709677419],17,16,[0.5151515151515151]
323,400768341,3/12/15,Louisville,14,UNC,19,24,8,[0.75],23,10,[0.696969696969697]
324,400768420,3/12/15,Duke,2,NC State,NR,29,3,[0.90625],20,13,[0.6060606060606061]
325,400768444,3/12/15,Notre Dame,11,Miami (FL),NR,27,5,[0.84375],21,12,[0.6363636363636364]
326,400784957,3/13/15,UVA,3,UNC,19,29,3,[0.90625],24,10,[0.7058823529411765]
327,400784978,3/13/15,Duke,2,Notre Dame,11,29,4,[0.8787878787878788],28,5,[0.8484848484848485]
328,400785107,3/14/15,Notre Dame,11,UNC,19,29,5,[0.8529411764705882],24,11,[0.6857142857142857]
347,400785343,3/19/15,Kentucky,1,Hampton,16,35,0,[1.0],17,18,[0.4857142857142857]
356,400785344,3/20/15,Maryland,4,Valparaiso,13,28,6,[0.8235294117647058],28,6,[0.8235294117647058]
349,400785345,3/20/15,Kansas,2,New Mexico St,15,27,8,[0.7714285714285715],23,11,[0.6764705882352942]
337,400785346,3/19/15,Butler,6,Texas,11,23,10,[0.696969696969697],20,14,[0.5882352941176471]
341,400785347,3/19/15,Villanova,1,Lafayette,16,33,2,[0.9428571428571428],20,13,[0.6060606060606061]
355,400785348,3/20/15,Louisville,4,UC Irvine,13,25,8,[0.7575757575757576],21,13,[0.6176470588235294]
354,400785349,3/20/15,UVA,2,Belmont,15,30,3,[0.9090909090909091],22,11,[0.6666666666666666]
364,400785350,3/20/15,Providence,6,Dayton,11,22,12,[0.6470588235294118],27,8,[0.7714285714285715]
358,400785351,3/20/15,Duke,1,Robert Morris,16,30,4,[0.8823529411764706],20,15,[0.5714285714285714]
348,400785352,3/19/15,Georgetown,4,E Washington,13,22,10,[0.6875],26,9,[0.7428571428571429]
363,400785353,3/20/15,Gonzaga,2,North Dakota St,15,33,2,[0.9428571428571428],23,10,[0.696969696969697]
342,400785435,3/19/15,Cincinnati,8,Purdue,9,23,10,[0.696969696969697],21,13,[0.6176470588235294]
352,400785436,3/20/15,West Virginia,5,Buffalo,12,24,9,[0.7272727272727273],23,10,[0.696969696969697]
353,400785437,3/20/15,Wichita State,7,Indiana,10,29,4,[0.8787878787878788],20,14,[0.5882352941176471]
333,400785438,3/19/15,Notre Dame,3,Northeastern,14,30,5,[0.8571428571428571],23,12,[0.6571428571428571]
345,400785439,3/19/15,NC State,8,LSU,9,21,13,[0.6176470588235294],22,11,[0.6666666666666666]
